user_id,order_id,order_date,category,amount,status
37023,218435,2025-05-29 03:00:00,Clothing,145216.6,pending
15891,145636,2026-06-09 21:00:00,Beauty,41820.18,completed
28755,206862,2025-09-09 19:00:00,Clothing,62226.43,cancelled
1508,186905,2026-01-05 09:00:00,Sports,113218.92,cancelled
29741,106566,2026-02-27 17:00:00,Home,29065.21,cancelled
12342,101875,2025-07-10 05:00:00,Electronics,12249.89,completed
27020,173898,2025-04-03 05:00:00,Electronics,73667.43,returned
13822,216666,2025-09-28 06:00:00,Home,98585.13,pending
29704,211762,2026-02-13 11:00:00,Beauty,91639.4,unknown
6657,161594,2025-06-04 07:00:00,Electronics,102911.1,cancelled
31788,196822,2025-09-02 18:00:00,Sports,98494.05,completed
16530,113253,2026-02-18 15:00:00,Books,104431.57,cancelled
29154,131651,2026-04-20 06:00:00,Books,32661.19,unknown
36,178549,2025-11-25 07:00:00,Beauty,144298.03,completed
33063,172173,2026-05-22 23:00:00,Electronics,142476.53,cancelled
10049,116086,2026-09-05 22:00:00,Clothing,139044.06,completed
2643,157824,2026-05-18 20:00:00,Beauty,20478.85,completed
18474,111138,2025-04-06 18:00:00,Electronics,78717.13,completed
34148,156464,2025-11-01 11:00:00,Clothing,146959.15,cancelled
36795,154788,2025-05-10 18:00:00,Books,7401.11,pending
10983,192118,2025-09-04 17:00:00,Clothing,12415.87,pending
24331,129115,2025-09-02 12:00:00,Electronics,112388.61,returned
3739,218990,2026-01-29 17:00:00,Home,113157.55,cancelled
27267,177094,2025-07-02 10:00:00,Sports,13587.9,completed
3712,115176,2025-05-07 19:00:00,Clothing,143762.84,returned
6091,194066,2025-03-28 02:00:00,Sports,49850.68,cancelled
20263,155506,2026-08-09 06:00:00,Electronics,4727.17,completed
19975,193331,2025-03-05 14:00:00,Clothing,86675.33,cancelled
8755,132214,2025-02-23 14:00:00,Books,35478.13,completed
5292,150400,2025-09-08 03:00:00,Home,138419.37,completed
36006,122352,2025-08-12 18:00:00,Home,138764.65,cancelled
12277,134541,2025-12-07 11:00:00,Electronics,91437.12,unknown
13298,195410,2025-10-04 03:00:00,Books,137461.5,unknown
35862,117214,2025-08-17 03:00:00,Home,92495.01,cancelled
3187,105754,2025-06-08 07:00:00,Sports,83778.38,pending
2448,174619,2026-03-13 03:00:00,Home,67875.9,completed
6263,143195,2025-12-11 11:00:00,Beauty,109045.37,unknown
10430,217916,2025-10-05 07:00:00,Sports,45891.72,completed
16201,179346,2025-04-05 07:00:00,Home,131086.88,pending
5327,107931,2026-07-06 01:00:00,Sports,123128.07,completed
6256,164644,2026-05-15 06:00:00,Electronics,125740.75,completed
23064,202380,2025-12-01 04:00:00,Clothing,132321.67,returned
18206,129478,2025-11-04 19:00:00,Books,131014.08,cancelled
22368,195533,2025-11-14 09:00:00,Books,144804.97,cancelled
20359,122224,2025-05-05 17:00:00,Sports,100062.56,returned
8135,166344,2026-05-10 15:00:00,Electronics,89914.0,returned
24515,181412,2025-12-17 01:00:00,Electronics,95949.02,completed
31840,112544,2025-07-04 04:00:00,Clothing,116568.29,pending
28098,147817,2025-07-02 20:00:00,Home,144012.29,pending
33616,182909,2026-06-07 10:00:00,Home,106678.55,returned
26722,157324,2026-06-25 03:00:00,Beauty,60144.49,cancelled
29887,181279,2025-04-09 00:00:00,Electronics,69195.73,unknown
19796,107186,2025-08-08 12:00:00,Clothing,63077.37,cancelled
10116,142407,2025-11-27 05:00:00,Beauty,48310.98,unknown
23198,174548,2026-02-18 05:00:00,Sports,94794.27,returned
27904,184686,2025-12-09 08:00:00,Electronics,49086.37,cancelled
9125,164140,2025-01-30 21:00:00,Sports,100490.23,completed
26266,130188,2025-05-05 14:00:00,Sports,32984.71,pending
9206,191471,2025-04-20 17:00:00,Sports,118117.74,returned
37396,116022,2026-01-18 16:00:00,Books,145521.69,unknown
26047,100244,2025-02-25 19:00:00,Books,89868.84,pending
33004,154154,2026-02-16 06:00:00,Home,36079.35,returned
34165,119094,2025-12-07 16:00:00,Books,25180.54,cancelled
38751,208864,2026-02-06 02:00:00,Sports,98528.46,returned
12913,198655,2026-08-13 04:00:00,Books,90497.13,returned
18357,141768,2025-07-25 13:00:00,Electronics,18409.88,completed
32873,118178,2025-05-20 05:00:00,Clothing,109396.69,returned
5507,114272,2025-08-14 19:00:00,Sports,122598.61,unknown
9158,131753,2025-04-25 20:00:00,Beauty,113790.51,cancelled
23080,152340,2025-06-27 06:00:00,Sports,54853.32,completed
12633,123888,2025-05-16 19:00:00,Clothing,41324.81,pending
2442,115162,2025-07-15 19:00:00,Electronics,41107.38,completed
32019,185170,2026-08-23 14:00:00,Beauty,2399.89,completed
31554,122232,2025-05-23 19:00:00,Clothing,58102.87,returned
34656,169062,2026-04-05 18:00:00,Books,101490.68,completed
10236,103995,2026-01-10 13:00:00,Sports,121368.93,completed
9376,141165,2026-05-26 19:00:00,Electronics,120475.99,returned
15698,154066,2025-07-09 13:00:00,Clothing,99220.52,returned
11210,194104,2025-05-07 21:00:00,Books,143931.49,returned
31327,155075,2025-09-11 17:00:00,Beauty,66200.81,completed
29614,194370,2026-03-22 07:00:00,Beauty,79467.19,returned
33342,122264,2026-03-16 16:00:00,Clothing,97059.04,completed
26508,151403,2025-01-26 08:00:00,Electronics,68110.69,unknown
39080,206049,2025-10-09 07:00:00,Electronics,38951.55,pending
22149,102477,2025-07-22 12:00:00,Home,68588.53,completed
9931,165149,2026-04-28 15:00:00,Electronics,76150.52,completed
10816,170522,2026-03-18 03:00:00,Books,76207.28,completed
16345,153319,2026-05-03 07:00:00,Home,80829.15,unknown
32592,169613,2025-10-02 09:00:00,Books,49724.79,cancelled
10465,105723,2026-06-06 06:00:00,Clothing,139130.1,pending
37288,134038,2026-01-03 04:00:00,Electronics,36209.21,returned
38971,141847,2025-06-26 18:00:00,Books,96208.12,cancelled
24270,110007,2026-03-22 08:00:00,Electronics,58884.3,completed
11214,186136,2025-05-08 06:00:00,Beauty,15780.43,cancelled
1523,189274,2025-06-28 07:00:00,Beauty,3284.74,pending
17116,207753,2025-04-15 01:00:00,Clothing,93057.04,returned
38095,115298,2025-10-07 10:00:00,Home,64131.73,completed
33915,188553,2026-01-11 22:00:00,Beauty,83306.91,cancelled
34984,185151,2025-11-11 12:00:00,Home,115441.16,unknown
4455,125986,2026-04-28 19:00:00,Sports,111770.14,completed
1143,190275,2026-05-23 03:00:00,Electronics,4486.84,completed
34834,170765,2026-07-03 23:00:00,Books,105837.95,completed
13889,197512,2025-08-01 16:00:00,Beauty,42124.57,completed
29400,171173,2026-01-07 11:00:00,Beauty,133257.61,unknown
33096,181355,2025-08-05 20:00:00,Home,131293.75,returned
3622,218293,2026-02-22 12:00:00,Sports,33512.44,completed
27922,124463,2025-05-15 07:00:00,Clothing,50371.14,cancelled
39716,148899,2026-04-26 08:00:00,Clothing,102055.58,pending
22082,168376,2026-04-14 16:00:00,Clothing,54041.03,returned
17059,121996,2025-07-20 04:00:00,Clothing,90946.28,pending
38806,187608,2025-05-06 02:00:00,Home,118087.71,pending
22544,204162,2026-03-05 13:00:00,Beauty,136585.38,unknown
10443,128619,2025-07-26 15:00:00,Electronics,73034.51,returned
19187,171499,2025-11-01 13:00:00,Sports,75094.75,completed
30718,153324,2025-09-22 00:00:00,Sports,123255.97,completed
2181,218629,2025-07-12 17:00:00,Home,24153.63,cancelled
15634,131963,2025-12-17 01:00:00,Home,69101.14,returned
10736,137267,2025-06-12 11:00:00,Home,102585.21,pending
8385,197612,2025-08-30 06:00:00,Beauty,136142.72,completed
17133,118554,2026-07-01 22:00:00,Beauty,55728.32,completed
17954,152817,2025-11-05 18:00:00,Clothing,2511.07,pending
39666,202559,2025-03-27 11:00:00,Clothing,12896.77,completed
28490,115664,2025-10-01 09:00:00,Beauty,125948.6,returned
11760,149805,2025-12-16 08:00:00,Sports,148192.75,returned
25166,207821,2025-04-14 10:00:00,Clothing,38703.16,returned
31446,181763,2026-01-12 05:00:00,Beauty,64738.42,pending
33449,170224,2026-04-09 17:00:00,Beauty,117680.33,completed
19765,169281,2026-06-08 18:00:00,Books,118939.68,completed
33927,177238,2025-07-02 06:00:00,Home,52298.85,completed
27579,145531,2026-07-13 11:00:00,Electronics,4953.52,cancelled
5477,185580,2025-05-23 16:00:00,Electronics,4888.35,completed
3848,149389,2025-11-10 05:00:00,Clothing,84310.51,cancelled
28714,121895,2026-03-05 01:00:00,Clothing,48326.18,returned
1303,137173,2025-06-19 19:00:00,Beauty,64484.42,pending
14460,213327,2025-05-28 11:00:00,Clothing,97174.1,unknown
17940,136725,2025-08-06 17:00:00,Electronics,20171.04,completed
4362,134367,2025-04-07 17:00:00,Beauty,61279.58,returned
6724,170014,2026-03-27 16:00:00,Electronics,117179.93,returned
21522,100706,2025-11-30 02:00:00,Books,100520.82,completed
2114,158696,2025-10-21 03:00:00,Clothing,107753.62,cancelled
7344,177921,2026-06-30 16:00:00,Clothing,33951.65,unknown
11617,151845,2025-04-18 11:00:00,Electronics,25912.91,completed
29122,143898,2025-08-10 16:00:00,Electronics,68333.14,completed
9164,191273,2026-01-30 12:00:00,Electronics,16988.37,returned
15177,131655,2026-04-23 09:00:00,Electronics,63050.53,returned
34380,120954,2026-02-04 22:00:00,Home,71185.9,returned
11338,169215,2025-06-26 12:00:00,Electronics,65715.29,completed
18840,205835,2025-10-23 20:00:00,Beauty,53172.47,cancelled
1300,132434,2025-09-03 04:00:00,Beauty,78725.54,pending
1998,203470,2026-05-09 04:00:00,Sports,135674.11,completed
6036,185904,2026-05-03 16:00:00,Beauty,45802.62,unknown
16761,128709,2026-03-15 17:00:00,Books,27885.75,returned
19672,129085,2025-09-28 00:00:00,Beauty,82593.69,completed
12107,180637,2025-01-31 21:00:00,Beauty,131129.36,pending
10233,176281,2025-09-10 03:00:00,Beauty,123147.96,completed
11592,127966,2026-01-11 00:00:00,Sports,66342.33,returned
8030,209388,2026-01-25 15:00:00,Home,96103.14,cancelled
21391,103265,2026-02-06 04:00:00,Beauty,10688.54,unknown
36400,149088,2025-03-29 01:00:00,Clothing,84105.61,cancelled
32311,110598,2025-06-08 21:00:00,Books,99795.7,completed
36760,191262,2025-11-05 12:00:00,Home,53135.47,pending
8587,131587,2026-01-21 00:00:00,Home,35839.65,pending
14895,187506,2025-11-11 04:00:00,Electronics,21478.94,returned
8084,127469,2025-12-03 00:00:00,Home,22706.65,pending
1093,167494,2025-06-19 11:00:00,Books,136286.39,pending
395,127303,2025-07-10 16:00:00,Sports,83308.43,completed
16202,153120,2026-02-15 23:00:00,Books,106866.2,pending
33082,174745,2025-03-14 18:00:00,Books,81383.21,pending
34808,139440,2025-06-14 08:00:00,Clothing,67960.93,unknown
19257,201234,2026-03-23 22:00:00,Electronics,142146.18,cancelled
20904,196358,2025-08-28 19:00:00,Sports,99193.94,cancelled
32153,170477,2025-03-30 04:00:00,Sports,32585.47,completed
32405,128648,2025-12-17 09:00:00,Sports,15047.89,cancelled
6157,118278,2025-10-17 10:00:00,Electronics,5185.24,cancelled
18268,196383,2026-05-11 15:00:00,Sports,41978.2,completed
4768,194791,2026-02-07 14:00:00,Clothing,120525.05,completed
15875,157931,2025-12-01 02:00:00,Beauty,138727.11,completed
9306,193164,2025-10-15 23:00:00,Electronics,34927.2,pending
24659,107808,2026-08-01 18:00:00,Home,66970.21,completed
11937,218558,2025-05-01 15:00:00,Home,86784.1,unknown
28922,178010,2026-03-04 15:00:00,Sports,116647.19,completed
26404,199802,2026-05-27 04:00:00,Home,110255.81,completed
10259,178479,2025-05-08 06:00:00,Clothing,104673.94,completed
19286,130449,2026-02-12 20:00:00,Sports,126687.86,pending
36305,191925,2025-07-23 06:00:00,Books,54678.72,pending
39678,154057,2026-02-21 15:00:00,Sports,74618.81,completed
12665,125247,2025-12-14 13:00:00,Electronics,105490.64,pending
38305,134827,2025-06-11 18:00:00,Clothing,82334.65,pending
3400,167257,2025-05-22 19:00:00,Clothing,124878.58,completed
26344,190235,2025-09-20 20:00:00,Home,83159.12,completed
30238,153769,2025-12-10 02:00:00,Sports,6439.22,cancelled
13303,136948,2025-01-16 18:00:00,Electronics,51057.85,unknown
25631,151954,2025-09-15 20:00:00,Beauty,102193.67,completed
1717,129358,2026-02-08 17:00:00,Clothing,21500.39,unknown
5346,103880,2025-06-10 03:00:00,Electronics,133444.27,completed
27230,137721,2026-03-03 20:00:00,Clothing,73263.94,completed
27433,215359,2025-10-15 10:00:00,Sports,134024.38,cancelled
17,127608,2025-11-20 08:00:00,Beauty,52219.42,completed
29607,215361,2026-05-20 15:00:00,Electronics,62456.0,unknown
28354,164536,2026-08-08 00:00:00,Home,140719.47,pending
14416,181684,2025-12-09 23:00:00,Sports,128749.07,cancelled
7861,182947,2025-04-20 14:00:00,Clothing,119802.38,pending
4406,108764,2025-02-13 03:00:00,Sports,81297.93,unknown
35126,173560,2025-06-04 11:00:00,Electronics,13776.88,returned
29699,135764,2026-06-12 14:00:00,Beauty,2238.97,completed
13978,153941,2025-06-24 00:00:00,Beauty,21967.26,pending
38395,105461,2026-02-23 08:00:00,Home,92485.96,unknown
39473,134097,2025-11-07 13:00:00,Books,109860.55,cancelled
32383,115351,2026-04-23 00:00:00,Sports,134719.44,cancelled
25154,177436,2025-04-14 18:00:00,Electronics,67718.95,unknown
1443,151659,2026-01-14 16:00:00,Electronics,103802.48,completed
13525,149279,2025-10-02 06:00:00,Books,23030.21,cancelled
14368,152656,2026-01-04 16:00:00,Beauty,77305.31,completed
17356,128795,2026-08-14 04:00:00,Electronics,82311.02,completed
3015,123921,2025-07-02 14:00:00,Home,47156.21,cancelled
4791,183314,2025-08-07 11:00:00,Electronics,132682.62,completed
4728,176513,2025-04-03 23:00:00,Books,113682.8,completed
7880,211172,2026-02-24 16:00:00,Books,113827.58,pending
12079,209736,2026-06-22 20:00:00,Clothing,127600.32,returned
19946,143081,2026-08-19 15:00:00,Beauty,80839.91,unknown
8751,181873,2025-12-15 11:00:00,Books,64656.22,completed
28155,103999,2026-04-12 07:00:00,Home,67484.71,pending
17252,119067,2026-04-15 10:00:00,Books,95356.37,cancelled
21749,118644,2026-01-10 22:00:00,Books,84966.57,unknown
9915,147677,2026-03-11 19:00:00,Beauty,83791.78,pending
8538,104703,2026-05-08 06:00:00,Clothing,141459.79,cancelled
14373,106247,2025-03-04 21:00:00,Books,135498.61,cancelled
33716,175582,2026-01-11 23:00:00,Home,149604.13,completed
6608,199961,2025-05-07 02:00:00,Clothing,108209.52,cancelled
21537,197423,2025-06-22 02:00:00,Electronics,1473.46,unknown
10221,200309,2025-09-25 01:00:00,Books,106697.76,completed
28841,157429,2025-04-29 21:00:00,Sports,41871.56,completed
31254,204337,2025-02-12 18:00:00,Beauty,13782.23,completed
20275,188264,2025-08-23 15:00:00,Sports,16038.41,cancelled
31432,133564,2025-07-02 04:00:00,Beauty,8749.51,pending
16685,194857,2026-03-23 17:00:00,Home,1222.68,cancelled
17727,170528,2026-06-04 15:00:00,Sports,108759.09,completed
2717,119554,2026-02-22 20:00:00,Electronics,23679.6,cancelled
7588,108765,2026-05-02 11:00:00,Beauty,126518.61,completed
30868,107869,2026-01-17 08:00:00,Clothing,139069.74,unknown
31814,120450,2025-06-15 09:00:00,Electronics,42219.58,pending
31794,130062,2025-12-22 16:00:00,Home,91293.49,completed
2581,157284,2026-03-28 02:00:00,Books,61513.66,completed
1848,151311,2026-06-06 03:00:00,Beauty,70789.74,completed
34793,198354,2025-10-07 22:00:00,Books,51082.09,pending
33851,140718,2025-02-12 21:00:00,Sports,98559.89,unknown
33723,202390,2026-04-15 02:00:00,Home,46022.23,completed
35050,122589,2026-05-01 09:00:00,Books,86236.8,pending
24808,204472,2025-11-04 19:00:00,Electronics,49875.35,completed
26455,163792,2025-10-13 23:00:00,Sports,88353.43,pending
5807,112503,2025-11-13 01:00:00,Home,118651.26,returned
27157,200502,2025-05-30 00:00:00,Books,144524.69,completed
34617,129700,2026-07-30 12:00:00,Electronics,69932.23,returned
9761,202080,2025-09-25 11:00:00,Beauty,92248.66,cancelled
8370,178472,2025-06-28 05:00:00,Books,54277.66,completed
7451,106912,2025-12-05 13:00:00,Books,64465.62,cancelled
9835,147594,2025-06-11 21:00:00,Beauty,67993.25,pending
8351,200778,2025-01-14 21:00:00,Home,119574.06,cancelled
18428,184537,2026-01-07 23:00:00,Home,16057.09,returned
35978,133545,2026-05-11 05:00:00,Beauty,64135.18,unknown
32871,204013,2025-09-30 23:00:00,Books,117344.05,returned
16138,218980,2025-10-21 07:00:00,Beauty,140560.29,pending
28807,158458,2025-09-21 20:00:00,Home,80161.87,completed
12580,119506,2025-09-11 08:00:00,Home,8142.89,cancelled
1481,138724,2025-06-25 07:00:00,Home,130251.77,completed
19977,170622,2026-04-11 08:00:00,Home,132889.35,returned
25469,197436,2025-06-10 00:00:00,Beauty,73635.37,returned
13354,213194,2026-05-11 18:00:00,Books,134201.22,unknown
36303,110784,2026-03-25 23:00:00,Beauty,40096.19,completed
4449,177910,2026-03-23 04:00:00,Home,14493.77,cancelled
29469,123855,2026-05-01 17:00:00,Books,49506.0,completed
24130,111683,2026-03-13 06:00:00,Books,92728.41,completed
11948,151471,2025-06-16 05:00:00,Beauty,69966.2,completed
31568,185091,2025-08-19 12:00:00,Clothing,1269.46,unknown
25013,194356,2026-07-03 02:00:00,Clothing,98484.15,pending
22150,183753,2025-12-12 18:00:00,Books,20609.71,completed
37783,137528,2026-07-04 23:00:00,Sports,49488.19,cancelled
6312,117012,2025-11-08 09:00:00,Home,51659.5,completed
11223,194656,2025-05-11 19:00:00,Books,115403.29,unknown
21179,151146,2026-04-21 15:00:00,Sports,17545.07,completed
16306,137524,2025-09-10 17:00:00,Beauty,11635.63,unknown
4658,177563,2026-03-26 14:00:00,Clothing,25243.88,cancelled
11427,101155,2025-12-07 00:00:00,Sports,114263.67,completed
13297,129147,2025-04-27 21:00:00,Sports,88463.93,completed
30568,164142,2025-08-29 20:00:00,Home,619929.74,unknown
32517,195334,2025-12-13 13:00:00,Books,72731.76,pending
29004,159656,2025-04-05 20:00:00,Beauty,98682.48,completed
8686,206954,2025-08-12 14:00:00,Beauty,13152.24,completed
34723,165125,2025-11-19 05:00:00,Home,4641.11,cancelled
23747,151554,2025-12-04 09:00:00,Beauty,146868.2,completed
11543,173783,2026-06-02 21:00:00,Books,104265.28,returned
24654,100871,2025-11-17 14:00:00,Books,22772.9,pending
16995,217675,2026-05-26 07:00:00,Beauty,20998.72,returned
13569,205378,2026-03-30 06:00:00,Beauty,54064.7,cancelled
19011,160233,2026-02-18 05:00:00,Home,143599.56,completed
18607,164690,2025-02-06 23:00:00,Sports,139554.05,completed
33013,214656,2025-09-15 08:00:00,Electronics,140526.32,completed
27474,146560,2025-03-13 06:00:00,Beauty,7691.59,completed
2013,146261,2025-02-02 17:00:00,Sports,76666.6,completed
13102,104076,2026-06-01 23:00:00,Books,142947.96,completed
2021,114980,2026-02-16 08:00:00,Home,100801.84,completed
10808,111037,2025-09-09 04:00:00,Clothing,112855.73,completed
7003,201150,2025-08-15 03:00:00,Clothing,21228.66,returned
15259,139727,2026-08-06 23:00:00,Books,133687.76,returned
35275,200613,2025-12-27 16:00:00,Beauty,36568.4,completed
30286,130491,2025-10-01 07:00:00,Beauty,75404.5,pending
930,165569,2025-07-07 20:00:00,Home,129686.89,completed
22496,204889,2026-02-12 17:00:00,Sports,110096.77,pending
3357,213760,2026-03-07 06:00:00,Sports,77982.86,returned
26524,128333,2026-03-10 07:00:00,Home,91795.09,cancelled
30750,217382,2025-06-04 10:00:00,Clothing,146547.48,cancelled
4016,120746,2026-01-17 20:00:00,Home,31278.95,cancelled
6629,213284,2025-07-22 16:00:00,Beauty,108937.89,completed
31403,114094,2025-09-20 01:00:00,Beauty,39822.05,returned
36808,218960,2026-02-08 16:00:00,Clothing,58298.4,pending
25036,107848,2026-04-28 14:00:00,Beauty,111393.81,pending
7692,109994,2026-07-17 19:00:00,Clothing,20442.71,returned
5428,163003,2025-04-23 02:00:00,Home,7051.33,completed
315,150490,2026-06-06 17:00:00,Sports,98110.09,pending
12177,199208,2025-07-04 07:00:00,Beauty,23503.0,unknown
21166,124578,2025-07-13 15:00:00,Sports,49637.52,unknown
28963,102686,2025-09-08 08:00:00,Books,99993.7,returned
17061,144351,2026-06-15 02:00:00,Sports,39702.2,pending
538,146615,2026-07-14 11:00:00,Sports,9787.26,completed
5655,168285,2025-12-25 12:00:00,Clothing,27053.38,completed
38911,187990,2025-10-27 04:00:00,Home,100091.92,completed
25320,184071,2026-04-27 15:00:00,Clothing,84611.62,completed
3807,149316,2025-09-13 01:00:00,Clothing,137660.03,completed
6283,175384,2026-02-01 00:00:00,Books,62902.9,returned
9394,144161,2026-03-06 06:00:00,Clothing,36710.28,completed
21078,202628,2025-03-05 12:00:00,Clothing,59206.01,unknown
39246,196434,2025-06-21 22:00:00,Books,96037.41,pending
4892,215640,2025-04-16 08:00:00,Beauty,14886.47,completed
31008,185190,2026-03-11 15:00:00,Electronics,18830.35,returned
1779,126151,2025-12-31 07:00:00,Books,53671.48,unknown
22142,196363,2026-02-28 02:00:00,Books,123412.33,cancelled
28289,126727,2026-02-06 11:00:00,Sports,7559.4,completed
70,138315,2025-12-09 21:00:00,Books,71587.39,completed
12660,204431,2025-11-23 18:00:00,Electronics,46987.61,completed
15711,123690,2025-06-23 05:00:00,Home,117744.52,cancelled
13499,150277,2026-04-19 06:00:00,Home,14736.83,returned
1239,163146,2025-06-20 00:00:00,Clothing,81762.48,completed
28216,122855,2026-03-10 03:00:00,Beauty,25856.67,cancelled
6711,188716,2025-08-10 17:00:00,Beauty,41777.73,pending
26476,117007,2025-01-08 23:00:00,Electronics,78657.56,completed
35027,207939,2026-02-03 21:00:00,Sports,53551.71,completed
4296,126113,2026-06-25 07:00:00,Home,140562.85,completed
10619,172470,2026-07-14 09:00:00,Electronics,82447.59,returned
16384,109710,2025-02-20 18:00:00,Home,98457.85,completed
31141,120067,2025-01-06 12:00:00,Electronics,84953.06,cancelled
24401,150200,2025-04-29 19:00:00,Clothing,73685.86,completed
8282,104348,2025-11-24 02:00:00,Home,148136.98,unknown
24568,214762,2025-09-18 07:00:00,Sports,30777.71,completed
797,184885,2026-01-15 15:00:00,Home,36318.71,unknown
31848,206219,2025-10-22 20:00:00,Home,1447.9,completed
12621,175052,2025-12-04 11:00:00,Books,63109.25,cancelled
36978,152809,2025-06-01 09:00:00,Sports,73823.82,pending
27582,181785,2025-07-03 09:00:00,Beauty,2585.33,completed
32106,132969,2026-04-29 13:00:00,Sports,57241.1,returned
33432,113439,2026-02-24 09:00:00,Clothing,146773.79,completed
14232,156674,2025-06-09 14:00:00,Sports,112876.04,unknown
27970,213638,2025-12-15 17:00:00,Electronics,60119.6,pending
38088,191620,2025-05-04 17:00:00,Sports,2649.57,pending
34084,148676,2025-09-11 13:00:00,Clothing,40520.56,cancelled
29903,178622,2025-04-08 18:00:00,Clothing,75016.8,pending
8179,206032,2026-03-08 22:00:00,Books,25062.49,completed
23927,116378,2025-05-30 02:00:00,Electronics,27407.51,completed
39198,153173,2025-06-29 07:00:00,Electronics,17349.42,pending
256,206410,2026-05-08 14:00:00,Sports,92720.23,completed
15165,139876,2026-02-18 17:00:00,Electronics,119328.52,cancelled
13047,136003,2025-08-27 14:00:00,Beauty,6567.02,cancelled
35091,200786,2026-06-26 14:00:00,Clothing,78235.91,cancelled
29752,147822,2025-09-28 21:00:00,Electronics,58375.65,completed
23990,115174,2026-01-07 11:00:00,Clothing,130035.81,returned
16451,188312,2026-03-11 23:00:00,Electronics,132329.82,returned
26976,125533,2026-01-19 23:00:00,Clothing,41548.68,completed
16411,189253,2026-06-24 11:00:00,Electronics,96658.26,cancelled
36974,197339,2026-05-11 10:00:00,Books,144284.56,completed
38108,152923,2025-04-12 21:00:00,Books,34986.11,unknown
25069,119108,2025-05-01 21:00:00,Books,98544.59,completed
3108,138684,2026-01-04 03:00:00,Electronics,47844.86,returned
12184,118021,2026-05-18 04:00:00,Beauty,8262.81,completed
18747,201681,2025-12-07 02:00:00,Books,132850.54,returned
34376,119217,2025-09-13 17:00:00,Books,72725.23,completed
29855,158820,2026-05-04 21:00:00,Home,109327.46,unknown
13210,203020,2025-07-05 10:00:00,Sports,139888.87,returned
32667,167578,2026-02-24 11:00:00,Home,45421.71,completed
6257,205916,2026-06-02 22:00:00,Beauty,54037.93,returned
36340,187042,2025-04-30 15:00:00,Electronics,92681.1,completed
38533,206504,2025-08-07 22:00:00,Books,49571.82,pending
3312,192617,2025-08-03 20:00:00,Home,59507.96,completed
30803,183493,2026-06-20 03:00:00,Books,104754.75,returned
29025,150908,2026-01-15 11:00:00,Beauty,94811.15,pending
26516,192337,2025-07-20 12:00:00,Clothing,64749.91,pending
1202,131301,2026-05-15 20:00:00,Beauty,125953.95,returned
17513,143100,2025-06-29 01:00:00,Clothing,146699.88,unknown
26577,159567,2025-02-07 00:00:00,Beauty,67158.26,unknown
9591,121710,2025-11-29 15:00:00,Books,33700.4,cancelled
26716,175898,2026-01-31 03:00:00,Clothing,110656.26,unknown
2988,211674,2026-08-07 17:00:00,Sports,15158.94,unknown
36402,209319,2025-12-27 14:00:00,Home,25985.86,cancelled
34215,142915,2025-06-10 21:00:00,Electronics,67946.45,returned
12619,188760,2025-06-14 22:00:00,Beauty,114314.19,completed
